"id","title","description","link","price","brand","condition","image_link","weight","product_type","quantity"
"chocolate-walnut-cake-200-gms","Chocolate Walnut Cake 200 gms","Chocolate Walnut Cake 200 gms","https://lavv.bizrise.in/p/chocolate-walnut-cake-200-gms","120.0","default","NEW","https://lavv.bikry.com/static/bizrise/img/ph.png","100.0","Chocolate Walnut Cake 200 gms","In stock",""
"p41l41k-roll","PALAK ROLL","PALAK ROLL","https://lavv.bizrise.in/p/p41l41k-roll","220.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","PALAK ROLL","In stock",""
"singapore-veg-friend-rice","Singapore Veg Friend Rice","Singapore Veg Friend Rice","https://lavv.bizrise.in/p/singapore-veg-friend-rice","210.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Singapore Veg Friend Rice","In stock",""
"mutton-fried-rice","Mutton Fried Rice","Mutton Fried Rice","https://lavv.bizrise.in/p/mutton-fried-rice","230.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Mutton Fried Rice","In stock",""
"veg-bullet","VEG BULLET","VEG BULLET","https://lavv.bizrise.in/p/veg-bullet","220.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","VEG BULLET","In stock",""
"schezwan-mutton-soft-noodles","Schezwan Mutton Soft Noodles","Schezwan Mutton Soft Noodles","https://lavv.bizrise.in/p/schezwan-mutton-soft-noodles","230.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Schezwan Mutton Soft Noodles","In stock",""
"mustard-oil500-ml","Mustard Oil","Mustard Oil","https://lavv.bizrise.in/p/mustard-oil500-ml","71.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/befa0d20-a7fd-4c5d-a08d-aef363efc63c.png","100.0","Mustard Oil","In stock",""
"boys-dangri1-piece","Boys Dangri","Boys Dangri","https://lavv.bizrise.in/p/boys-dangri1-piece","1999.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/5452/911beb90-8a7d-42c9-83ed-d964dca559fa.png","100.0","Boys Dangri","In stock",""
"tandoori-roti","Tandoori Roti","Tandoori Roti","https://lavv.bizrise.in/p/tandoori-roti","25.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Tandoori Roti","In stock",""
"veg-curry-roll","VEG CURRY ROLL","VEG CURRY ROLL","https://lavv.bizrise.in/p/veg-curry-roll","220.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","VEG CURRY ROLL","In stock",""
"gongura-chicken-bones","Gongura Chicken (Bones)","Gongura Chicken (Bones)","https://lavv.bizrise.in/p/gongura-chicken-bones","280.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Gongura Chicken (Bones)","In stock",""
"plain-kulcha","Plain Kulcha","Plain Kulcha","https://lavv.bizrise.in/p/plain-kulcha","50.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Plain Kulcha","In stock",""
"dahi200-gm","Dahi","Dahi","https://lavv.bizrise.in/p/dahi200-gm","20.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/10fb68f9-3eec-4288-a551-db60f6db619e.png","100.0","Dahi","In stock",""
"m41shroom-m41nchuri41","MASHROOM MANCHURIA ","MASHROOM MANCHURIA ","https://lavv.bizrise.in/p/m41shroom-m41nchuri41","190.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","MASHROOM MANCHURIA ","In stock",""
"chicken-saslic-kabab","Chicken Saslic Kabab","Chicken Saslic Kabab","https://lavv.bizrise.in/p/chicken-saslic-kabab","280.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chicken Saslic Kabab","In stock",""
"egg-fried-rice","Egg Fried Rice","Egg Fried Rice","https://lavv.bizrise.in/p/egg-fried-rice","190.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Egg Fried Rice","In stock",""
"chilli-garlic-mixed-non-veg-soft-noodles","Chilli Garlic Mixed Non-Veg Soft Noodles","Chilli Garlic Mixed Non-Veg Soft Noodles","https://lavv.bizrise.in/p/chilli-garlic-mixed-non-veg-soft-noodles","270.0","default","NEW","https://cdn.dotpe.in/longtail/store-items/default_image.png","100.0","Chilli Garlic Mixed Non-Veg Soft Noodles","In stock",""
"custard-cookies-250-gms","Custard Cookies 250 gms","Custard Cookies 250 gms","https://lavv.bizrise.in/p/custard-cookies-250-gms","100.0","default","NEW","https://lavv.bikry.com/static/bizrise/img/ph.png","100.0","Custard Cookies 250 gms","In stock",""
"pumpkin500-gm","Pumpkin","Pumpkin","https://lavv.bizrise.in/p/pumpkin500-gm","15.0","default","NEW","https://mydukaan-prod.s3.amazonaws.com/101415/7ee1c03d-346f-4b2a-888c-2f5adb28d37e.png","100.0","Pumpkin","In stock",""
"garlic-bread-250-gms","Garlic Bread 250 gms","Garlic Bread 250 gms","https://lavv.bizrise.in/p/garlic-bread-250-gms","35.0","default","NEW","https://lavv.bikry.com/static/bizrise/img/ph.png","100.0","Garlic Bread 250 gms","In stock",""
